------------------------------------------------
Job ID: 33474135
Run on host: compg016.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Wed Jan 20 16:43:28 GMT 2021
------------------------------------------------
usage: train.py [-h] [-deb DEBUG] [-batch BATCH_SIZE] [-n_work NUM_WORKERS]
                [-lr LR] [-gamma GAMMA] [-epochs N_EPOCHS] [-train TRAIN]
                [-init INIT] [-pat PAT] [-pl PL] [-loss LOSS] [-drop DROP]
train.py: error: unrecognized arguments: -debug full
Number of GPUs:  1
------------------------------------------------
Finished at: Wed Jan 20 16:43:29 GMT 2021
------------------------------------------------
------------------------------------------------
Job ID: 33533591
Run on host: compg016.hpc.in.bmrc.ox.ac.uk
Operating system: Linux
Username: lhw539
Started at: Wed Jan 20 23:58:39 GMT 2021
------------------------------------------------
Number of GPUs:  1
Succesfully loaded OASIS train data.
Succesfully loaded OASIS   val data.

Start training.
----------------------------------------------------------------------------------------------------------------------
2021-01-20 23:58:45.830365
|epoch:   0 | lr: 0.010 |train loss: 2.52177 |train loss ravg: 2.52177 |train MAE:  6.26193 |train MAE ravg:  6.26193 |val loss: 2.39081 |val loss ravg: 2.39081 |val MAE:  7.35797 |val MAE ravg:  7.35797 |
|epoch:   1 | lr: 0.010 |train loss: 2.26414 |train loss ravg: 2.39295 |train MAE:  6.16444 |train MAE ravg:  6.21319 |val loss: 2.29470 |val loss ravg: 2.34275 |val MAE:  7.38464 |val MAE ravg:  7.37131 |
|epoch:   2 | lr: 0.010 |train loss: 2.16051 |train loss ravg: 2.31547 |train MAE:  6.03910 |train MAE ravg:  6.15516 |val loss: 2.24751 |val loss ravg: 2.31101 |val MAE:  7.35699 |val MAE ravg:  7.36653 |
|epoch:   3 | lr: 0.010 |train loss: 2.11205 |train loss ravg: 2.26462 |train MAE:  5.99902 |train MAE ravg:  6.11613 |val loss: 2.24530 |val loss ravg: 2.29458 |val MAE:  7.33136 |val MAE ravg:  7.35774 |
|epoch:   4 | lr: 0.010 |train loss: 2.08029 |train loss ravg: 2.22775 |train MAE:  5.93574 |train MAE ravg:  6.08005 |val loss: 2.25698 |val loss ravg: 2.28706 |val MAE:  7.22506 |val MAE ravg:  7.33120 |
|epoch:   5 | lr: 0.010 |train loss: 2.05700 |train loss ravg: 2.19929 |train MAE:  5.93765 |train MAE ravg:  6.05632 |val loss: 2.21355 |val loss ravg: 2.27481 |val MAE:  7.44140 |val MAE ravg:  7.34957 |
|epoch:   6 | lr: 0.010 |train loss: 2.04506 |train loss ravg: 2.17726 |train MAE:  5.90284 |train MAE ravg:  6.03439 |val loss: 2.22233 |val loss ravg: 2.26731 |val MAE:  7.17467 |val MAE ravg:  7.32458 |
|epoch:   7 | lr: 0.010 |train loss: 2.05932 |train loss ravg: 2.16252 |train MAE:  5.98969 |train MAE ravg:  6.02880 |val loss: 2.21744 |val loss ravg: 2.26108 |val MAE:  7.45484 |val MAE ravg:  7.34087 |
|epoch:   8 | lr: 0.010 |train loss: 2.04105 |train loss ravg: 2.14902 |train MAE:  5.94495 |train MAE ravg:  6.01949 |val loss: 2.38845 |val loss ravg: 2.27523 |val MAE:  7.84913 |val MAE ravg:  7.39734 |
|epoch:   9 | lr: 0.010 |train loss: 2.01466 |train loss ravg: 2.13558 |train MAE:  5.94209 |train MAE ravg:  6.01175 |val loss: 2.22945 |val loss ravg: 2.27065 |val MAE:  7.45237 |val MAE ravg:  7.40284 |
|epoch:  10 | lr: 0.010 |train loss: 1.99541 |train loss ravg: 2.12284 |train MAE:  5.86362 |train MAE ravg:  5.99828 |val loss: 2.28001 |val loss ravg: 2.27150 |val MAE:  7.08305 |val MAE ravg:  7.37377 |
